,filename,bounding_box
616,along-came-polly-00075181.jpg,[410.71066  35.45668 493.77972 160.06029]
617,along-came-polly-00075381.jpg,[251.97299 143.24252 322.83893 249.54141]
618,along-came-polly-00075571.jpg,[405.02158 133.20311 472.88815 235.00304]
619,along-came-polly-00075581.jpg,[435.95007 149.15224 528.62537 288.16516]
620,along-came-polly-00075581.jpg,[448.54398 145.07794 508.80414 235.4682 ]
621,along-came-polly-00076761.jpg,[399.9557  202.07799 489.68933 336.67844]
622,along-came-polly-00076811.jpg,[359.36322 110.75961 412.97803 191.18182]
623,along-came-polly-00076821.jpg,[313.65613 142.00609 389.3848  255.59908]
624,along-came-polly-00076821.jpg,[508.2785   112.509575 575.09973  212.7413  ]
625,along-came-polly-00076831.jpg,[288.49286 140.51572 343.16425 222.52283]
626,along-came-polly-00076831.jpg,[471.80176 123.50661 558.9129  254.17331]
627,along-came-polly-00076831.jpg,[478.56717  112.265045 538.26685  201.81448 ]
628,along-came-polly-00076841.jpg,[288.75772 140.52765 343.42645 222.53069]
629,along-came-polly-00076841.jpg,[275.3743  152.86407 356.51215 274.57086]
630,along-came-polly-00076841.jpg,[288.1441  101.27255 347.10083 189.70761]
631,along-came-polly-00076851.jpg,[479.3401  114.20488 548.5017  217.94728]
632,along-came-polly-00076851.jpg,[281.41605  89.43982 351.76605 194.96483]
633,along-came-polly-00076861.jpg,[246.35141 132.85281 305.08304 220.9502 ]
634,along-came-polly-00076861.jpg,[510.20477 109.6104  580.95325 215.73323]
635,along-came-polly-00076871.jpg,[478.9805   111.070496 556.8728   227.90897 ]
636,along-came-polly-00076881.jpg,[193.49371 133.13005 249.49142 217.12665]
637,along-came-polly-00076881.jpg,[188.13676 149.83907 272.161   275.87543]
638,along-came-polly-00076881.jpg,[433.50427  99.20435 511.07767 215.56445]
639,along-came-polly-00077011.jpg,[405.56796 176.07672 467.3035  268.67993]
640,along-came-polly-00077011.jpg,[390.1648  130.89917 459.8171  235.37764]
641,along-came-polly-00077021.jpg,[ 95.262085 142.04262  178.06648  266.24924 ]
642,along-came-polly-00077021.jpg,[ 79.77952 171.34793 193.64539 342.1467 ]
643,along-came-polly-00077031.jpg,[452.43463 184.54666 513.6044  276.3014 ]
644,along-came-polly-00077041.jpg,[443.68494 166.95416 506.19632 260.72134]
645,along-came-polly-00077051.jpg,[134.41066 160.88248 216.91452 284.6382 ]
646,along-came-polly-00077051.jpg,[417.58997 128.82191 492.40344 241.04216]
647,along-came-polly-00077061.jpg,[386.17908 170.6277  454.3117  272.8266 ]
648,along-came-polly-00077071.jpg,[381.84662 168.30173 447.3125  266.50055]
649,along-came-polly-00078221.jpg,[407.177   211.45256 503.68878 356.2203 ]
650,along-came-polly-00078241.jpg,[433.95874 198.43977 543.851   363.27826]
651,along-came-polly-00078251.jpg,[446.2675  208.65952 555.07776 371.87497]
652,along-came-polly-00078271.jpg,[454.99982 205.05042 576.26276 386.9449 ]
653,along-came-polly-00078271.jpg,[442.29077 205.77292 517.1802  318.10696]
654,along-came-polly-00078291.jpg,[462.92755 193.71364 589.3043  383.27887]
655,along-came-polly-00078321.jpg,[452.36456 205.49072 584.0377  403.00064]
656,along-came-polly-00078331.jpg,[427.22348 195.41725 559.8612  394.37387]
657,along-came-polly-00078911.jpg,[360.9787  182.51604 493.11118 380.7147 ]
658,along-came-polly-00083201.jpg,[508.7531  185.5715  594.1541  313.67297]
659,along-came-polly-00088671.jpg,[402.5933  197.70512 531.98334 391.7902 ]
660,along-came-polly-00088681.jpg,[398.50153 201.01334 535.4729  406.47037]
661,along-came-polly-00088711.jpg,[417.70883 207.77954 557.4128  417.33542]
662,along-came-polly-00088721.jpg,[427.94296 199.17557 550.20306 382.5658 ]
663,along-came-polly-00089131.jpg,[277.60596 207.42978 373.10043 350.67148]
664,along-came-polly-00089141.jpg,[272.16766 208.24309 372.93427 359.393  ]
665,along-came-polly-00089191.jpg,[ 99.28057 150.17915 198.47234 298.9668 ]
666,along-came-polly-00089261.jpg,[185.26582 157.69908 287.35797 310.83722]
667,along-came-polly-00089281.jpg,[147.70663 153.02475 245.14903 299.1884 ]
668,along-came-polly-00089531.jpg,[193.45868 177.91357 324.09207 373.86365]
669,along-came-polly-00089631.jpg,[ 82.95369 162.68152 199.08871 336.88412]
670,along-came-polly-00089641.jpg,[111.00452 160.49168 216.02737 318.02594]
671,along-came-polly-00089661.jpg,[111.31882 161.57579 220.57596 325.46155]
672,along-came-polly-00091931.jpg,[476.2978  145.361   557.8558  267.69794]
673,along-came-polly-00091951.jpg,[454.06567 145.74072 553.3541  294.6734 ]
674,along-came-polly-00092881.jpg,[264.12213 173.60316 360.59995 318.31973]
675,along-came-polly-00093741.jpg,[196.35486 102.291   273.74332 218.37369]
676,along-came-polly-00097261.jpg,[205.15245 177.29756 297.57187 315.92664]
677,along-came-polly-00097271.jpg,[299.4124  192.95229 385.43427 321.9851 ]
678,along-came-polly-00099881.jpg,[220.7659  175.87518 312.5794  313.59546]
679,along-came-polly-00100641.jpg,[312.36514   57.924488 383.19278  164.16594 ]
680,along-came-polly-00100841.jpg,[252.24426  106.720695 311.24948  195.2285  ]
681,along-came-polly-00109991.jpg,[222.87091 160.80177 328.7089  319.55878]
682,along-came-polly-00110001.jpg,[177.97003 170.71857 302.00406 356.7696 ]
683,along-came-polly-00110491.jpg,[176.64142 147.36237 267.09753 283.04648]
684,along-came-polly-00110501.jpg,[143.04898 164.59952 260.24585 340.39484]
685,along-came-polly-00110501.jpg,[153.20834 149.71857 232.42181 268.53876]
686,along-came-polly-00111661.jpg,[407.51877 115.01373 513.4088  273.8488 ]
687,along-came-polly-00111671.jpg,[409.43927 113.14937 509.70734 263.55148]
688,along-came-polly-00112811.jpg,[292.6715  174.12411 346.30457 254.57375]
689,along-came-polly-00113341.jpg,[178.17137 191.6846  296.43228 369.076  ]
690,along-came-polly-00113361.jpg,[183.41562 198.33192 304.30298 379.66293]
691,along-came-polly-00113371.jpg,[182.36537 198.75497 304.486   381.93597]
692,along-came-polly-00113381.jpg,[281.21075 154.98836 391.76425 320.8186 ]
693,along-came-polly-00113991.jpg,[352.50723 160.40753 407.6464  243.11626]
694,along-came-polly-00114081.jpg,[311.99335 156.67822 380.92035 260.06866]
695,along-came-polly-00114121.jpg,[282.18262 149.61276 354.64502 258.30643]
696,along-came-polly-00114131.jpg,[290.764   151.28525 362.90405 259.4952 ]
697,along-came-polly-00114141.jpg,[290.13046 148.68112 353.9513  244.41237]
698,along-came-polly-00114151.jpg,[273.62097 154.69833 356.63266 279.21588]
699,along-came-polly-00114171.jpg,[263.77463 143.04381 336.469   252.08533]
700,along-came-polly-00114261.jpg,[245.97586 144.65814 328.23157 268.0417 ]
701,along-came-polly-00114461.jpg,[316.60226 206.63393 455.10867 414.3936 ]
702,along-came-polly-00114471.jpg,[305.17322 208.80342 443.4735  416.2538 ]
703,along-came-polly-00115151.jpg,[358.5462  189.84818 500.96027 403.46933]
704,along-came-polly-00115391.jpg,[359.29352 137.91812 420.0804  229.09851]
705,along-came-polly-00115401.jpg,[368.9547  144.2106  431.15198 237.50648]
706,along-came-polly-00115411.jpg,[363.89124 153.87924 457.16544 293.79056]
707,along-came-polly-00115431.jpg,[359.23578 151.72247 452.16135 291.11075]
708,along-came-polly-00115441.jpg,[372.98206 138.55316 467.31494 280.0526 ]
709,along-came-polly-00115441.jpg,[394.30875 125.39105 453.94543 214.846  ]
710,along-came-polly-00115451.jpg,[388.05453 129.62788 462.9991  242.04477]
711,along-came-polly-00115451.jpg,[365.54236 146.11807 477.15936 313.54352]
712,along-came-polly-00115461.jpg,[411.51666 124.8475  485.5691  235.92612]
713,along-came-polly-00115681.jpg,[450.63208 161.48523 550.6942  311.5785 ]
714,along-came-polly-00115681.jpg,[430.0377  183.44719 571.8085  396.10336]
715,along-came-polly-00115821.jpg,[273.94888 145.76335 331.6951  232.38272]
716,along-came-polly-00115831.jpg,[241.47159 142.81833 305.02728 238.15182]
717,along-came-polly-00115831.jpg,[420.11472 117.74818 483.59576 212.96976]
718,along-came-polly-00115841.jpg,[230.92029 138.53395 296.5295  236.94778]
719,along-came-polly-00115841.jpg,[215.39474 154.02321 308.83868 294.18903]
720,along-came-polly-00115841.jpg,[421.28818 134.56602 494.7819  244.80658]
721,along-came-polly-00115851.jpg,[185.78088 146.7005  267.83432 269.78064]
722,along-came-polly-00115851.jpg,[156.89201 169.56894 299.80478 383.93802]
723,along-came-polly-00115861.jpg,[171.4724  139.89423 262.41977 276.3153 ]
724,along-came-polly-00115881.jpg,[131.99782 175.60567 230.55244 323.43762]
725,along-came-polly-00115891.jpg,[111.22771 183.40628 214.55399 338.39572]
726,along-came-polly-00115921.jpg,[106.71519 183.0935  211.37694 340.08612]
727,along-came-polly-00115941.jpg,[121.900024 185.53131  229.11215  346.34952 ]
728,along-came-polly-00115951.jpg,[136.91733 184.15506 244.22786 345.1209 ]
729,along-came-polly-00115981.jpg,[108.9658  212.35158 221.29633 380.84735]
730,along-came-polly-00116001.jpg,[150.99443 218.28827 249.64551 366.26486]
731,along-came-polly-00116011.jpg,[180.80307 208.08237 276.81186 352.09552]
732,along-came-polly-00116931.jpg,[498.23206 170.76453 585.1056  301.07483]
733,along-came-polly-00116941.jpg,[513.09454 163.34729 605.9596  302.64487]
734,along-came-polly-00117081.jpg,[435.26553 165.14838 532.6078  311.16177]
735,along-came-polly-00117151.jpg,[238.31319 144.83673 299.4926  236.6059 ]
736,along-came-polly-00117161.jpg,[222.31905 127.17047 291.6903  231.22739]
737,along-came-polly-00117171.jpg,[242.50188 187.3832  296.7211  268.71198]
738,along-came-polly-00117181.jpg,[243.94707 183.01976 300.1875  267.38034]
739,along-came-polly-00117201.jpg,[235.03047 189.51628 291.2101  273.78577]
740,along-came-polly-00117211.jpg,[242.43446 180.37384 300.73163 267.81958]
741,along-came-polly-00117231.jpg,[247.86967 196.82304 309.69244 289.55725]
742,along-came-polly-00117241.jpg,[252.13962 191.58476 314.85062 285.6513 ]
743,along-came-polly-00117261.jpg,[253.63193 195.03024 318.80753 292.79364]
744,along-came-polly-00117271.jpg,[255.89905 193.54002 319.66547 289.18976]
745,along-came-polly-00117271.jpg,[239.58235 211.57788 329.10342 345.85947]
746,along-came-polly-00117281.jpg,[222.40707 197.23041 320.059   343.70834]
747,along-came-polly-00117281.jpg,[246.74274 181.47974 312.5923  280.25406]
748,along-came-polly-00117291.jpg,[238.19257 203.63635 339.81656 356.0724 ]
749,along-came-polly-00117291.jpg,[263.77814 185.11255 334.7766  291.61026]
750,along-came-polly-00117301.jpg,[231.48524 215.39381 334.28583 369.59467]
751,along-came-polly-00117891.jpg,[181.82236 189.67229 279.00732 335.4497 ]
752,along-came-polly-00117891.jpg,[222.9559  178.2214  287.41086 274.90387]
753,along-came-polly-00117971.jpg,[181.45235 165.62912 284.3663  320.0001 ]
754,along-came-polly-00117971.jpg,[216.85913 153.37549 276.59445 242.97845]
755,along-came-polly-00117981.jpg,[184.30037 165.29398 282.38895 312.42685]
756,along-came-polly-00118061.jpg,[191.7828  160.17783 291.9526  310.4325 ]
757,along-came-polly-00119421.jpg,[226.54187 143.58699 305.26968 261.67874]
758,along-came-polly-00119431.jpg,[202.46231 131.22311 269.4661  231.72887]
759,along-came-polly-00119431.jpg,[182.84949 151.50949 282.71558 301.3087 ]
760,along-came-polly-00119441.jpg,[197.36023 155.14342 279.82266 278.83707]
761,along-came-polly-00119451.jpg,[175.1831  154.60616 260.91406 283.2025 ]
762,along-came-polly-00119461.jpg,[151.17015 156.79895 238.4671  287.74445]
763,along-came-polly-00119491.jpg,[203.4733  159.61385 289.3939  288.49472]
764,along-came-polly-00119501.jpg,[231.16693 180.77478 325.74277 322.63852]
765,along-came-polly-00119511.jpg,[219.18102 190.395   342.65823 375.61084]
766,along-came-polly-00119521.jpg,[204.13406 183.61514 335.00696 379.9245 ]
767,along-came-polly-00121901.jpg,[290.2296  165.9073  378.38614 298.14212]
768,american-wedding-unrated6x9-00003831.jpg,[306.03946 143.44727 375.5595  247.72736]
769,american-wedding-unrated6x9-00003901.jpg,[308.58893 146.77803 370.13077 239.09074]
770,american-wedding-unrated6x9-00005931.jpg,[282.04407 210.21448 372.67767 346.16486]
771,american-wedding-unrated6x9-00008411.jpg,[358.54663 215.75339 460.06198 368.02637]
772,american-wedding-unrated6x9-00008651.jpg,[409.9439  214.93622 466.6879  300.0523 ]
773,american-wedding-unrated6x9-00010861.jpg,[325.7116  187.72717 419.27783 328.07654]
774,american-wedding-unrated6x9-00010871.jpg,[292.95383 191.32945 363.57312 297.25842]
775,american-wedding-unrated6x9-00010871.jpg,[274.37427 202.2175  386.45514 370.3388 ]
776,american-wedding-unrated6x9-00010881.jpg,[265.90222 172.58414 336.4138  278.3515 ]
777,american-wedding-unrated6x9-00010921.jpg,[243.45175 192.75142 348.72327 350.6587 ]
778,american-wedding-unrated6x9-00011061.jpg,[267.13657 204.45866 362.99683 348.24902]
779,american-wedding-unrated6x9-00011171.jpg,[236.57147 237.5618  341.21683 394.52985]
780,american-wedding-unrated6x9-00011441.jpg,[272.23438 224.00476 377.23767 381.50974]
781,american-wedding-unrated6x9-00011451.jpg,[286.67847 229.31729 400.27704 399.71512]
782,american-wedding-unrated6x9-00012651.jpg,[447.85687 210.41797 578.5636  406.47797]
783,american-wedding-unrated6x9-00012651.jpg,[457.63324 189.17502 546.3734  322.2852 ]
784,american-wedding-unrated6x9-00012661.jpg,[436.8166  198.11418 564.14    389.09927]
785,american-wedding-unrated6x9-00012661.jpg,[448.90298 172.96683 538.49023 307.34784]
786,american-wedding-unrated6x9-00012681.jpg,[446.18304 210.86523 552.5662  370.44006]
787,american-wedding-unrated6x9-00014931.jpg,[272.9517  166.63184 340.21295 267.52374]
788,american-wedding-unrated6x9-00014951.jpg,[272.4337  163.87106 347.51352 276.49084]
789,american-wedding-unrated6x9-00014961.jpg,[273.19257 168.78381 349.94208 283.90808]
790,american-wedding-unrated6x9-00015201.jpg,[334.59692 185.2933  418.788   311.5799 ]
791,american-wedding-unrated6x9-00015211.jpg,[339.47134 188.04498 435.11502 331.51053]
792,american-wedding-unrated6x9-00016351.jpg,[334.22986 126.86809 409.39267 239.61237]
793,american-wedding-unrated6x9-00016361.jpg,[341.22583 140.30139 436.39523 283.05554]
794,american-wedding-unrated6x9-00023411.jpg,[549.81274 220.77187 617.8712  322.85956]
795,american-wedding-unrated6x9-00023421.jpg,[572.3309  206.79077 628.39844 290.89215]
796,american-wedding-unrated6x9-00023431.jpg,[544.97076 232.5184  634.82806 367.3044 ]
797,american-wedding-unrated6x9-00024521.jpg,[420.7409  237.99435 532.25116 405.2597 ]
798,american-wedding-unrated6x9-00024571.jpg,[441.99124 212.49173 511.51224 316.77313]
799,american-wedding-unrated6x9-00025311.jpg,[457.87103 189.1967  534.6544  304.37183]
800,american-wedding-unrated6x9-00025321.jpg,[471.3427  197.99275 551.0564  317.5633 ]
801,american-wedding-unrated6x9-00026051.jpg,[436.774   233.59146 546.8945  398.77225]
802,american-wedding-unrated6x9-00027211.jpg,[427.58624 222.89331 517.2658  357.4127 ]
803,american-wedding-unrated6x9-00036071.jpg,[339.16156 185.5487  432.49786 325.55328]
804,american-wedding-unrated6x9-00036101.jpg,[330.94287 158.04462 417.19275 287.41943]
805,american-wedding-unrated6x9-00036111.jpg,[332.8333  157.70685 418.36737 286.0079 ]
806,american-wedding-unrated6x9-00036121.jpg,[338.99768 176.73447 435.3996  321.3373 ]
807,american-wedding-unrated6x9-00036131.jpg,[354.92783 184.41602 448.85834 325.3118 ]
808,american-wedding-unrated6x9-00036141.jpg,[344.92725 172.7268  412.85883 274.62418]
809,american-wedding-unrated6x9-00036141.jpg,[326.51895 194.3517  423.985   340.55078]
810,american-wedding-unrated6x9-00036151.jpg,[300.2691  178.39383 378.80222 296.1935 ]
811,american-wedding-unrated6x9-00036161.jpg,[291.96832 178.90857 362.79178 285.14377]
812,american-wedding-unrated6x9-00036161.jpg,[277.94635 196.81822 382.5953  353.7916 ]
813,american-wedding-unrated6x9-00036171.jpg,[300.41977 193.80963 376.33206 307.67804]
814,american-wedding-unrated6x9-00036181.jpg,[302.5998  206.96657 395.9499  346.99173]
815,american-wedding-unrated6x9-00036191.jpg,[327.97354 187.69756 425.0183  333.26477]
816,american-wedding-unrated6x9-00036201.jpg,[319.06042 204.98633 417.0217  351.9282 ]
817,american-wedding-unrated6x9-00036871.jpg,[397.9701  208.22028 466.58032 311.13568]
818,american-wedding-unrated6x9-00039651.jpg,[385.5111  162.696   453.15518 264.16208]
819,american-wedding-unrated6x9-00044221.jpg,[219.69037 218.10065 326.7063  378.62457]
820,american-wedding-unrated6x9-00044271.jpg,[217.38399 210.50208 312.54565 353.2446 ]
821,american-wedding-unrated6x9-00044281.jpg,[231.44778 205.84511 306.0146  317.69537]
822,american-wedding-unrated6x9-00044291.jpg,[215.89658 230.92697 333.10886 406.74542]
823,american-wedding-unrated6x9-00044291.jpg,[228.23085 209.38466 308.49426 329.77975]
824,american-wedding-unrated6x9-00044301.jpg,[197.31506 222.90291 302.45218 380.60858]
825,american-wedding-unrated6x9-00045321.jpg,[388.30908 220.32674 514.20996 409.178  ]
826,american-wedding-unrated6x9-00045841.jpg,[229.52509 177.03119 296.0724  276.85214]
827,american-wedding-unrated6x9-00045871.jpg,[279.77417 174.05241 376.395   318.98373]
828,american-wedding-unrated6x9-00048231.jpg,[425.91882 153.22885 494.36066 255.89165]
829,american-wedding-unrated6x9-00050541.jpg,[440.14578 237.26692 499.0503  325.62375]
830,american-wedding-unrated6x9-00056261.jpg,[114.79556 209.48239 210.32861 352.78195]
831,american-wedding-unrated6x9-00056261.jpg,[136.55556 199.59607 201.71976 297.34235]
832,american-wedding-unrated6x9-00056281.jpg,[ 47.96668 201.25995 133.06076 328.90106]
833,american-wedding-unrated6x9-00057951.jpg,[168.68019 242.48532 227.10487 330.12238]
834,american-wedding-unrated6x9-00058011.jpg,[172.60889 228.29861 256.2282  353.7276 ]
835,american-wedding-unrated6x9-00060911.jpg,[570.45734 215.54971 640.7898  321.0484 ]
836,american-wedding-unrated6x9-00060931.jpg,[579.5117  213.5713  645.45056 312.47958]
837,american-wedding-unrated6x9-00060941.jpg,[582.49    217.92456 674.6721  356.19775]
838,american-wedding-unrated6x9-00060941.jpg,[588.3558 207.5928 650.1005 300.21  ]
839,american-wedding-unrated6x9-00061171.jpg,[560.70593 191.00905 629.2617  293.84268]
840,american-wedding-unrated6x9-00061181.jpg,[573.1074  181.78188 643.1903  286.90616]
841,american-wedding-unrated6x9-00061191.jpg,[586.08685 182.43794 656.9331  288.7073 ]
842,american-wedding-unrated6x9-00061201.jpg,[579.48914 183.60434 653.8221  295.1037 ]
843,american-wedding-unrated6x9-00061221.jpg,[589.29614 187.5505  657.48425 289.83273]
844,american-wedding-unrated6x9-00061231.jpg,[604.1354  196.18248 673.63055 300.4252 ]
845,american-wedding-unrated6x9-00061241.jpg,[599.4425 198.8459 672.8514 308.9591]
846,american-wedding-unrated6x9-00061321.jpg,[194.10039 163.8323  260.88895 264.01514]
847,american-wedding-unrated6x9-00061351.jpg,[174.3807  162.77148 232.86572 250.49901]
848,american-wedding-unrated6x9-00062881.jpg,[221.71754 172.40773 319.16827 318.5837 ]
849,american-wedding-unrated6x9-00062891.jpg,[222.52333 165.37144 322.5482  315.4087 ]
850,american-wedding-unrated6x9-00062891.jpg,[245.98154 146.44243 308.01312 239.48984]
851,american-wedding-unrated6x9-00062901.jpg,[236.12726 171.84064 336.45853 322.3376 ]
852,american-wedding-unrated6x9-00062911.jpg,[230.13754 171.32263 323.99164 312.1038 ]
853,american-wedding-unrated6x9-00062921.jpg,[206.4921  173.65256 301.59207 316.30255]
854,american-wedding-unrated6x9-00062921.jpg,[228.97807 161.33487 288.78116 251.03943]
855,american-wedding-unrated6x9-00062941.jpg,[196.43892 190.49907 295.32986 338.83557]
856,american-wedding-unrated6x9-00065821.jpg,[262.0999  197.60152 324.44208 291.11475]
857,american-wedding-unrated6x9-00066711.jpg,[252.08453 225.4562  379.57135 416.68652]
858,american-wedding-unrated6x9-00068571.jpg,[586.4857  228.71338 664.81586 346.20856]
859,american-wedding-unrated6x9-00068591.jpg,[227.24844 226.61343 286.24817 315.11304]
860,american-wedding-unrated6x9-00068611.jpg,[304.492   223.98181 363.3429  312.25815]
861,american-wedding-unrated6x9-00068621.jpg,[326.18027 216.93895 387.71106 309.23517]
862,american-wedding-unrated6x9-00070141.jpg,[220.38498 136.40671 289.59088 240.21555]
863,american-wedding-unrated6x9-00070561.jpg,[357.1746  175.9915  449.14557 313.94803]
864,american-wedding-unrated6x9-00071091.jpg,[185.29681 212.66551 245.91232 303.58878]
865,american-wedding-unrated6x9-00071111.jpg,[176.52492 207.44658 234.77292 294.8186 ]
866,american-wedding-unrated6x9-00071121.jpg,[154.85017 219.83466 244.01254 353.57825]
867,american-wedding-unrated6x9-00071141.jpg,[152.61174 216.66556 242.76012 351.88815]
868,american-wedding-unrated6x9-00071151.jpg,[155.62564 215.81883 245.09802 350.0274 ]
869,american-wedding-unrated6x9-00072131.jpg,[167.04456 224.277   235.41724 326.83603]
870,american-wedding-unrated6x9-00072131.jpg,[151.98032 242.33377 253.80388 395.0691 ]
871,american-wedding-unrated6x9-00073451.jpg,[224.41426 204.44254 293.04233 307.38464]
872,american-wedding-unrated6x9-00074481.jpg,[350.53568 208.27744 421.72516 315.06152]
873,american-wedding-unrated6x9-00074481.jpg,[323.50348 220.43323 432.2389  383.53632]
874,american-wedding-unrated6x9-00075211.jpg,[285.35394 177.72829 375.16315 312.44208]
875,american-wedding-unrated6x9-00080181.jpg,[154.52423 199.95999 247.29318 339.1134 ]
876,american-wedding-unrated6x9-00080181.jpg,[176.22296 183.37733 236.5447  273.85995]
877,american-wedding-unrated6x9-00080401.jpg,[218.65265 140.3814  287.8205  244.13315]
878,american-wedding-unrated6x9-00080411.jpg,[331.52698 207.96286 461.3709  402.72873]
879,american-wedding-unrated6x9-00080411.jpg,[337.5039  189.83981 424.6188  320.51215]
880,american-wedding-unrated6x9-00080421.jpg,[327.31543 193.07004 434.3116  353.56436]
881,american-wedding-unrated6x9-00080441.jpg,[344.3238  208.71222 450.01465 367.2484 ]
882,american-wedding-unrated6x9-00080461.jpg,[354.51764 210.75241 470.67053 384.98178]
883,american-wedding-unrated6x9-00080981.jpg,[312.18088 159.43921 391.90488 279.02527]
884,american-wedding-unrated6x9-00080991.jpg,[316.9556  186.72186 421.2543  343.16992]
885,american-wedding-unrated6x9-00084101.jpg,[383.32825 153.97803 437.38156 235.05798]
886,american-wedding-unrated6x9-00084131.jpg,[371.99188 146.18564 426.525   227.98529]
887,american-wedding-unrated6x9-00084151.jpg,[366.50458 154.01617 420.6734  235.2693 ]
888,american-wedding-unrated6x9-00084181.jpg,[374.2427  143.04245 430.52225 227.46187]
889,american-wedding-unrated6x9-00084181.jpg,[326.40134 156.16519 419.94702 296.4838 ]
890,american-wedding-unrated6x9-00084191.jpg,[378.2573  150.03603 434.12744 233.84125]
891,american-wedding-unrated6x9-00084191.jpg,[344.7711  157.58937 426.14743 279.65393]
892,american-wedding-unrated6x9-00085531.jpg,[307.4161  136.84204 363.098   220.3649 ]
893,american-wedding-unrated6x9-00085561.jpg,[308.14514 140.55347 361.82144 221.0679 ]
894,american-wedding-unrated6x9-00085601.jpg,[307.0487  141.59056 363.08273 225.64153]
895,american-wedding-unrated6x9-00086711.jpg,[290.41415 200.808   369.3393  319.19568]
896,american-wedding-unrated6x9-00086731.jpg,[288.28546 198.26155 367.37027 316.88876]
897,american-wedding-unrated6x9-00086761.jpg,[282.11694 197.24402 363.60123 319.4704 ]
898,american-wedding-unrated6x9-00086831.jpg,[278.10083 192.73924 361.1322  317.28632]
899,american-wedding-unrated6x9-00086911.jpg,[279.13916 194.72116 362.768   320.16443]
900,american-wedding-unrated6x9-00087761.jpg,[447.99292 183.80316 542.9917  326.30133]
901,american-wedding-unrated6x9-00087771.jpg,[444.60864 190.64313 542.3462  337.24948]
902,american-wedding-unrated6x9-00088271.jpg,[442.94327 180.28249 527.5952  307.26038]
903,american-wedding-unrated6x9-00088721.jpg,[237.55338 140.57556 294.62555 226.18384]
904,american-wedding-unrated6x9-00088721.jpg,[225.15137 154.6655  305.43555 275.09174]
905,american-wedding-unrated6x9-00088761.jpg,[237.17578 141.0377  292.68716 224.30489]
906,american-wedding-unrated6x9-00088761.jpg,[217.72864 153.57787 300.57294 277.84427]
907,american-wedding-unrated6x9-00089041.jpg,[241.75749 182.10745 325.56067 307.81223]
908,american-wedding-unrated6x9-00089041.jpg,[260.7561  169.40292 319.74457 257.88568]
909,american-wedding-unrated6x9-00089141.jpg,[ 28.085789 269.6437    89.04017  361.0753  ]
910,american-wedding-unrated6x9-00089171.jpg,[ 53.45196 272.55984 126.51849 382.15964]
911,american-wedding-unrated6x9-00092101.jpg,[272.0188  205.53491 325.98578 286.48535]
912,american-wedding-unrated6x9-00092121.jpg,[451.67108 176.20047 511.23383 265.54462]
913,american-wedding-unrated6x9-00092121.jpg,[260.0699  207.21208 313.8369  287.86255]
914,american-wedding-unrated6x9-00096981.jpg,[318.5514  210.48236 394.11542 323.82843]
915,american-wedding-unrated6x9-00099831.jpg,[135.33945 127.09352 191.828   211.8264 ]
916,american-wedding-unrated6x9-00109571.jpg,[ 77.20822 185.3753  163.20432 314.36945]
917,american-wedding-unrated6x9-00111961.jpg,[228.41824 201.91129 342.1327  372.483  ]
918,american-wedding-unrated6x9-00112201.jpg,[248.47769 200.18544 345.5852  345.84674]
919,american-wedding-unrated6x9-00112211.jpg,[288.26675 212.30199 375.60812 343.31403]
920,american-wedding-unrated6x9-00114801.jpg,[371.80347 186.83698 473.60632 339.5413 ]
921,american-wedding-unrated6x9-00114841.jpg,[373.5585  174.60855 458.66135 302.26273]
922,american-wedding-unrated6x9-00124431.jpg,[359.50916 268.796   441.10315 391.1869 ]
923,american-wedding-unrated6x9-00124521.jpg,[429.09714 207.57655 491.04074 300.492  ]
924,basic-instinct-00006481.jpg,[591.93176 198.78468 678.62036 328.81757]
925,basic-instinct-00011611.jpg,[614.70825 251.29152 672.3893  337.81305]
926,basic-instinct-00011621.jpg,[596.6197  254.2617  650.37463 334.89417]
927,basic-instinct-00011621.jpg,[220.42308 150.96385 297.65237 266.80783]
928,basic-instinct-00016671.jpg,[447.4287  209.11732 551.2919  364.912  ]
929,basic-instinct-00016691.jpg,[459.02914 200.35849 567.8682  363.6171 ]
930,basic-instinct-00016791.jpg,[489.12134 197.12173 599.17    362.1947 ]
931,basic-instinct-00016811.jpg,[480.58344 202.48532 584.79285 358.7995 ]
932,basic-instinct-00018701.jpg,[299.30365 221.64836 403.18146 377.4651 ]
933,basic-instinct-00018701.jpg,[324.39188 208.23367 395.57104 315.00238]
934,basic-instinct-00018711.jpg,[299.0251  196.12654 378.6068  315.49918]
935,basic-instinct-00018741.jpg,[246.60612 162.23495 357.90793 329.18762]
936,basic-instinct-00022251.jpg,[487.44418 178.75499 566.5059  297.34756]
937,basic-instinct-00022261.jpg,[496.34973 157.07108 589.8397  297.30606]
938,basic-instinct-00022261.jpg,[514.5932  140.26103 581.87634 241.18573]
939,basic-instinct-00022271.jpg,[514.2266  135.9828  580.8032  235.84772]
940,basic-instinct-00022281.jpg,[511.00043 134.88777 584.4331  245.03674]
941,basic-instinct-00022291.jpg,[515.8457  138.947   589.6537  249.65898]
942,basic-instinct-00023161.jpg,[510.31573 158.18712 584.52014 269.4937 ]
943,basic-instinct-00027131.jpg,[338.65787 233.91574 433.77658 376.59375]
944,basic-instinct-00032761.jpg,[408.30164 243.55423 504.48193 387.8247 ]
945,basic-instinct-00036461.jpg,[543.5816  217.18439 625.7978  340.50867]
